index,x,y
1249,296.0,-189.0
1250,295.0,-190.0
1251,294.0,-190.0
1252,293.0,-190.0
1253,292.0,-191.0
1254,291.0,-192.0
1255,290.0,-193.0
1256,289.0,-193.0
1257,288.0,-192.0
1258,287.0,-191.0
1259,286.0,-190.0
1260,285.0,-190.0
1261,284.0,-190.0
1262,283.0,-190.0
1263,284.0,-190.0
1264,283.0,-189.0
1265,283.0,-190.0
1266,282.0,-190.0
1267,281.0,-190.0
1268,280.0,-190.0
1269,279.0,-190.0
1270,278.0,-190.0
1271,277.0,-190.0
1272,276.0,-190.0
1273,275.0,-190.0
1274,274.0,-190.0
1275,273.0,-190.0
1276,272.0,-190.0
1277,271.0,-190.0
1278,270.0,-190.0
1279,269.0,-190.0
1280,268.0,-190.0
1281,267.0,-190.0
1282,266.0,-190.0
1283,265.0,-190.0
1284,264.0,-190.0
1285,263.0,-190.0
1286,262.0,-190.0
1287,261.0,-190.0
1288,260.0,-191.0
1289,260.0,-190.0
1290,261.0,-190.0
1291,260.0,-189.0
1292,260.0,-190.0
1293,260.0,-191.0
1294,260.0,-192.0
1295,260.0,-193.0
1296,260.0,-194.0
1297,260.0,-195.0
1298,260.0,-196.0
1299,260.0,-197.0
1300,260.0,-198.0
1301,260.0,-199.0
1302,260.0,-200.0
1303,260.0,-201.0
1304,260.0,-202.0
1305,260.0,-203.0
1306,260.0,-204.0
1307,260.0,-205.0
1308,260.0,-206.0
1309,260.0,-207.0
1310,260.0,-208.0
1311,261.0,-209.0
1312,262.0,-210.0
1313,262.0,-211.0
1314,262.0,-212.0
1315,262.0,-213.0
1316,262.0,-214.0
1317,262.0,-215.0
1318,262.0,-216.0
1319,262.0,-217.0
1320,262.0,-218.0
1321,262.0,-219.0
1322,262.0,-220.0
1323,262.0,-221.0
1324,262.0,-222.0
1325,262.0,-223.0
1326,262.0,-224.0
1327,262.0,-225.0
1328,262.0,-226.0
1329,262.0,-227.0
1330,262.0,-228.0
1331,262.0,-229.0
1332,262.0,-230.0
1333,262.0,-231.0
1334,262.0,-232.0
1335,262.0,-233.0
1336,262.0,-234.0
1337,262.0,-235.0
1338,262.0,-236.0
1339,262.0,-237.0
1340,262.0,-238.0
1341,262.0,-239.0
1342,262.0,-240.0
1343,262.0,-241.0
1344,262.0,-242.0
1345,262.0,-243.0
1346,262.0,-244.0
1347,262.0,-245.0
1348,262.0,-246.0
1349,262.0,-247.0
1350,262.0,-248.0
1351,262.0,-249.0
1352,262.0,-250.0
1353,262.0,-251.0
1354,262.0,-252.0
1355,262.0,-253.0
1356,262.0,-254.0
1357,262.0,-255.0
1358,262.0,-256.0
1359,262.0,-257.0
1360,262.0,-258.0
1361,262.0,-259.0
1362,262.0,-260.0
1363,262.0,-261.0
1364,262.0,-262.0
1365,262.0,-263.0
1366,262.0,-264.0
1367,262.0,-265.0
1368,262.0,-266.0
1369,262.0,-267.0
1370,262.0,-268.0
1371,262.0,-269.0
1372,261.0,-270.0
1373,260.0,-271.0
1374,259.0,-272.0
1375,258.0,-272.0
1376,257.0,-272.0
1377,256.0,-272.0
1378,255.0,-272.0
1379,254.0,-272.0
1380,253.0,-271.0
1381,253.0,-272.0
1382,252.0,-272.0
1383,253.0,-271.0
1384,253.0,-270.0
1385,253.0,-269.0
1386,253.0,-268.0
1387,253.0,-267.0
1388,253.0,-266.0
1389,253.0,-265.0
1390,253.0,-264.0
1391,253.0,-263.0
1392,253.0,-262.0
1393,253.0,-261.0
1394,253.0,-260.0
1395,253.0,-259.0
1396,253.0,-258.0
1397,253.0,-257.0
1398,253.0,-256.0
1399,253.0,-255.0
1400,253.0,-254.0
1401,253.0,-253.0
1402,253.0,-252.0
1403,253.0,-251.0
1404,253.0,-250.0
1405,253.0,-249.0
1406,253.0,-248.0
1407,253.0,-247.0
1408,253.0,-246.0
1409,253.0,-245.0
1410,253.0,-244.0
1411,253.0,-243.0
1412,253.0,-242.0
1413,253.0,-241.0
1414,253.0,-240.0
1415,253.0,-239.0
1416,253.0,-238.0
1417,253.0,-237.0
1418,253.0,-236.0
1419,253.0,-235.0
1420,253.0,-234.0
1421,253.0,-233.0
1422,253.0,-232.0
1423,253.0,-231.0
1424,253.0,-230.0
1425,253.0,-229.0
1426,253.0,-228.0
1427,253.0,-227.0
1428,253.0,-226.0
1429,253.0,-225.0
1430,253.0,-224.0
1431,253.0,-223.0
1432,253.0,-222.0
1433,253.0,-221.0
1434,253.0,-220.0
1435,253.0,-219.0
1436,253.0,-218.0
1437,253.0,-217.0
1438,253.0,-216.0
1439,253.0,-215.0
1440,253.0,-214.0
1441,253.0,-213.0
1442,253.0,-212.0
1443,253.0,-211.0
1444,253.0,-210.0
1445,253.0,-209.0
1446,253.0,-208.0
1447,253.0,-207.0
1448,253.0,-206.0
1449,253.0,-205.0
1450,253.0,-204.0
1451,253.0,-203.0
1452,253.0,-202.0
1453,253.0,-201.0
1454,253.0,-200.0
1455,253.0,-199.0
1456,253.0,-198.0
1457,253.0,-197.0
1458,253.0,-196.0
1459,253.0,-195.0
1460,253.0,-194.0
1461,253.0,-193.0
1462,253.0,-192.0
1463,253.0,-191.0
1464,253.0,-190.0
1465,253.0,-189.0
1466,253.0,-188.0
1467,253.0,-187.0
1468,253.0,-186.0
1469,253.0,-185.0
1470,253.0,-184.0
1471,253.0,-183.0
1472,253.0,-182.0
1473,253.0,-181.0
1474,253.0,-180.0
1475,253.0,-179.0
1476,253.0,-178.0
1477,253.0,-177.0
1478,253.0,-176.0
1479,253.0,-175.0
1480,253.0,-174.0
1481,253.0,-173.0
1482,253.0,-172.0
1483,253.0,-171.0
1484,253.0,-170.0
1485,253.0,-169.0
1486,253.0,-168.0
1487,253.0,-167.0
1488,253.0,-166.0
1489,253.0,-165.0
1490,253.0,-164.0
1491,253.0,-163.0
1492,253.0,-162.0
1493,253.0,-161.0
1494,253.0,-160.0
1495,253.0,-159.0
1496,253.0,-158.0
1497,253.0,-157.0
1498,253.0,-156.0
1499,253.0,-155.0
1500,253.0,-154.0
1501,253.0,-153.0
1502,253.0,-152.0
1503,253.0,-151.0
1504,253.0,-150.0
1505,253.0,-149.0
1506,253.0,-148.0
1507,253.0,-147.0
1508,253.0,-146.0
1509,253.0,-145.0
1510,253.0,-146.0
1511,254.0,-145.0
1512,253.0,-145.0
1513,253.0,-144.0
1514,253.0,-143.0
1515,253.0,-142.0
1516,253.0,-141.0
1517,253.0,-140.0
1518,253.0,-139.0
1519,253.0,-138.0
1520,253.0,-137.0
1521,253.0,-136.0
1522,253.0,-135.0
1523,253.0,-134.0
1524,253.0,-133.0
1525,253.0,-132.0
1526,253.0,-131.0
1527,253.0,-130.0
1528,253.0,-129.0
1529,253.0,-130.0
1530,253.0,-131.0
1531,253.0,-132.0
1532,253.0,-133.0
1533,253.0,-134.0
1534,253.0,-135.0
1535,253.0,-136.0
1536,253.0,-137.0
1537,253.0,-138.0
1538,253.0,-139.0
1539,253.0,-140.0
1540,253.0,-141.0
1541,253.0,-142.0
1542,253.0,-143.0
1543,253.0,-144.0
1544,254.0,-145.0
1545,255.0,-145.0
1546,256.0,-145.0
1547,257.0,-146.0
1548,258.0,-146.0
1549,259.0,-147.0
1550,259.0,-148.0
1551,260.0,-149.0
1552,260.0,-150.0
1553,260.0,-151.0
1554,260.0,-152.0
1555,260.0,-153.0
1556,260.0,-154.0
1557,260.0,-155.0
1558,260.0,-156.0
1559,260.0,-157.0
1560,260.0,-158.0
1561,260.0,-159.0
1562,260.0,-160.0
1563,260.0,-161.0
1564,260.0,-162.0
1565,260.0,-163.0
1566,260.0,-164.0
1567,260.0,-165.0
1568,260.0,-166.0
1569,260.0,-167.0
1570,260.0,-168.0
1571,260.0,-169.0
1572,260.0,-170.0
1573,260.0,-171.0
1574,260.0,-172.0
1575,260.0,-173.0
1576,260.0,-174.0
1577,260.0,-175.0
1578,260.0,-176.0
1579,260.0,-177.0
1580,260.0,-178.0
1581,260.0,-179.0
1582,260.0,-180.0
1583,260.0,-181.0
1584,260.0,-182.0
1585,260.0,-183.0
1586,260.0,-184.0
1587,260.0,-185.0
1588,260.0,-186.0
1589,260.0,-187.0
1590,260.0,-188.0
1591,260.0,-189.0
1592,261.0,-190.0
1593,262.0,-190.0
1594,263.0,-190.0
1595,264.0,-190.0
1596,265.0,-190.0
1597,266.0,-190.0
1598,267.0,-190.0
1599,268.0,-190.0
1600,269.0,-190.0
1601,270.0,-190.0
1602,271.0,-190.0
1603,272.0,-190.0
1604,273.0,-190.0
1605,274.0,-190.0
1606,275.0,-190.0
1607,276.0,-190.0
1608,277.0,-190.0
1609,278.0,-190.0
1610,279.0,-190.0
1611,280.0,-190.0
1612,281.0,-190.0
1613,282.0,-190.0
1614,283.0,-189.0
1615,283.0,-188.0
1616,283.0,-187.0
1617,283.0,-186.0
1618,283.0,-185.0
1619,283.0,-184.0
1620,283.0,-183.0
1621,283.0,-182.0
1622,283.0,-181.0
1623,283.0,-180.0
1624,283.0,-179.0
1625,283.0,-178.0
1626,283.0,-177.0
1627,283.0,-176.0
1628,283.0,-175.0
1629,283.0,-174.0
1630,283.0,-173.0
1631,283.0,-172.0
1632,283.0,-171.0
1633,284.0,-170.0
1634,285.0,-169.0
1635,286.0,-168.0
1636,287.0,-167.0
1637,288.0,-167.0
1638,289.0,-167.0
1639,290.0,-167.0
1640,291.0,-167.0
1641,292.0,-167.0
1642,293.0,-168.0
1643,294.0,-169.0
1644,295.0,-170.0
1645,296.0,-171.0
1646,296.0,-172.0
1647,296.0,-173.0
1648,296.0,-174.0
1649,296.0,-175.0
1650,296.0,-176.0
1651,296.0,-177.0
1652,296.0,-178.0
1653,296.0,-179.0
1654,296.0,-180.0
1655,296.0,-181.0
1656,296.0,-182.0
1657,296.0,-183.0
1658,296.0,-184.0
1659,296.0,-185.0
1660,296.0,-186.0
1661,296.0,-187.0
1662,296.0,-188.0
1663,296.0,-189.0
1664,297.0,-190.0
1665,298.0,-190.0
1666,299.0,-190.0
1667,300.0,-190.0
1668,301.0,-190.0
1669,302.0,-190.0
1670,303.0,-190.0
1671,304.0,-190.0
1672,305.0,-190.0
1673,306.0,-190.0
1674,307.0,-190.0
1675,308.0,-190.0
1676,309.0,-190.0
1677,310.0,-190.0
1678,311.0,-190.0
1679,312.0,-190.0
1680,313.0,-190.0
1681,314.0,-190.0
1682,315.0,-190.0
1683,316.0,-190.0
1684,317.0,-190.0
1685,318.0,-190.0
1686,319.0,-190.0
1687,319.0,-189.0
1688,318.0,-190.0
1689,319.0,-189.0
1690,319.0,-188.0
1691,319.0,-187.0
1692,319.0,-186.0
1693,319.0,-185.0
1694,319.0,-184.0
1695,319.0,-183.0
1696,319.0,-182.0
1697,319.0,-181.0
1698,319.0,-180.0
1699,319.0,-179.0
1700,319.0,-178.0
1701,319.0,-177.0
1702,319.0,-176.0
1703,319.0,-175.0
1704,319.0,-174.0
1705,319.0,-173.0
1706,319.0,-172.0
1707,319.0,-171.0
1708,319.0,-170.0
1709,319.0,-169.0
1710,319.0,-168.0
1711,319.0,-167.0
1712,319.0,-166.0
1713,319.0,-165.0
1714,319.0,-164.0
1715,319.0,-163.0
1716,319.0,-162.0
1717,319.0,-161.0
1718,319.0,-160.0
1719,319.0,-159.0
1720,319.0,-158.0
1721,319.0,-157.0
1722,319.0,-156.0
1723,319.0,-155.0
1724,319.0,-154.0
1725,319.0,-153.0
1726,319.0,-152.0
1727,319.0,-151.0
1728,320.0,-150.0
1729,320.0,-149.0
1730,320.0,-148.0
1731,320.0,-147.0
1732,321.0,-146.0
1733,322.0,-146.0
1734,323.0,-145.0
1735,324.0,-145.0
1736,325.0,-145.0
1737,324.0,-145.0
1738,325.0,-144.0
1739,326.0,-143.0
1740,326.0,-142.0
1741,326.0,-141.0
1742,326.0,-140.0
1743,326.0,-139.0
1744,326.0,-138.0
1745,326.0,-137.0
1746,326.0,-136.0
1747,326.0,-135.0
1748,326.0,-134.0
1749,326.0,-133.0
1750,326.0,-132.0
1751,326.0,-131.0
1752,326.0,-130.0
1753,326.0,-129.0
1754,325.0,-128.0
1755,326.0,-129.0
1756,326.0,-130.0
1757,326.0,-131.0
1758,326.0,-132.0
1759,326.0,-133.0
1760,326.0,-134.0
1761,326.0,-135.0
1762,326.0,-136.0
1763,326.0,-137.0
1764,326.0,-138.0
1765,326.0,-139.0
1766,326.0,-140.0
1767,326.0,-141.0
1768,326.0,-142.0
1769,326.0,-143.0
1770,325.0,-144.0
1771,325.0,-145.0
1772,326.0,-146.0
1773,326.0,-147.0
1774,326.0,-148.0
1775,326.0,-149.0
1776,326.0,-150.0
1777,326.0,-151.0
1778,326.0,-152.0
1779,326.0,-153.0
1780,326.0,-154.0
1781,326.0,-155.0
1782,326.0,-156.0
1783,326.0,-157.0
1784,326.0,-158.0
1785,326.0,-159.0
1786,326.0,-160.0
1787,326.0,-161.0
1788,326.0,-162.0
1789,326.0,-163.0
1790,326.0,-164.0
1791,326.0,-165.0
1792,326.0,-166.0
1793,326.0,-167.0
1794,326.0,-168.0
1795,326.0,-169.0
1796,326.0,-170.0
1797,326.0,-171.0
1798,326.0,-172.0
1799,326.0,-173.0
1800,326.0,-174.0
1801,326.0,-175.0
1802,326.0,-176.0
1803,326.0,-177.0
1804,326.0,-178.0
1805,326.0,-179.0
1806,326.0,-180.0
1807,326.0,-181.0
1808,326.0,-182.0
1809,326.0,-183.0
1810,326.0,-184.0
1811,326.0,-185.0
1812,326.0,-186.0
1813,326.0,-187.0
1814,326.0,-188.0
1815,326.0,-189.0
1816,326.0,-190.0
1817,326.0,-191.0
1818,326.0,-192.0
1819,326.0,-193.0
1820,326.0,-194.0
1821,326.0,-195.0
1822,326.0,-196.0
1823,326.0,-197.0
1824,326.0,-198.0
1825,326.0,-199.0
1826,326.0,-200.0
1827,326.0,-201.0
1828,326.0,-202.0
1829,326.0,-203.0
1830,326.0,-204.0
1831,326.0,-205.0
1832,326.0,-206.0
1833,326.0,-207.0
1834,326.0,-208.0
1835,326.0,-209.0
1836,326.0,-210.0
1837,326.0,-211.0
1838,326.0,-212.0
1839,326.0,-213.0
1840,326.0,-214.0
1841,326.0,-215.0
1842,326.0,-216.0
1843,326.0,-217.0
1844,326.0,-218.0
1845,326.0,-219.0
1846,326.0,-220.0
1847,326.0,-221.0
1848,326.0,-222.0
1849,326.0,-223.0
1850,326.0,-224.0
1851,326.0,-225.0
1852,326.0,-226.0
1853,326.0,-227.0
1854,326.0,-228.0
1855,326.0,-229.0
1856,326.0,-230.0
1857,326.0,-231.0
1858,326.0,-232.0
1859,326.0,-233.0
1860,326.0,-234.0
1861,326.0,-235.0
1862,326.0,-236.0
1863,326.0,-237.0
1864,326.0,-238.0
1865,326.0,-239.0
1866,326.0,-240.0
1867,326.0,-241.0
1868,326.0,-242.0
1869,326.0,-243.0
1870,326.0,-244.0
1871,326.0,-245.0
1872,326.0,-246.0
1873,326.0,-247.0
1874,326.0,-248.0
1875,326.0,-249.0
1876,326.0,-250.0
1877,326.0,-251.0
1878,326.0,-252.0
1879,326.0,-253.0
1880,326.0,-254.0
1881,326.0,-255.0
1882,326.0,-256.0
1883,326.0,-257.0
1884,326.0,-258.0
1885,326.0,-259.0
1886,326.0,-260.0
1887,326.0,-261.0
1888,326.0,-262.0
1889,326.0,-263.0
1890,326.0,-264.0
1891,326.0,-265.0
1892,326.0,-266.0
1893,326.0,-267.0
1894,326.0,-268.0
1895,326.0,-269.0
1896,326.0,-270.0
1897,326.0,-271.0
1898,326.0,-272.0
1899,327.0,-273.0
1900,328.0,-273.0
1901,329.0,-273.0
1902,330.0,-274.0
1903,331.0,-274.0
1904,332.0,-274.0
1905,333.0,-275.0
1906,334.0,-275.0
1907,335.0,-276.0
1908,336.0,-276.0
1909,337.0,-276.0
1910,338.0,-277.0
1911,339.0,-277.0
1912,340.0,-277.0
1913,341.0,-277.0
1914,342.0,-277.0
1915,343.0,-278.0
1916,344.0,-279.0
1917,345.0,-279.0
1918,346.0,-279.0
1919,347.0,-279.0
1920,348.0,-279.0
1921,349.0,-279.0
1922,350.0,-279.0
1923,351.0,-279.0
1924,352.0,-279.0
1925,353.0,-279.0
1926,354.0,-279.0
1927,355.0,-279.0
1928,356.0,-279.0
1929,357.0,-279.0
1930,358.0,-279.0
1931,359.0,-279.0
1932,360.0,-279.0
1933,361.0,-279.0
1934,362.0,-279.0
1935,363.0,-279.0
1936,364.0,-279.0
1937,365.0,-279.0
1938,366.0,-279.0
1939,367.0,-279.0
1940,368.0,-278.0
1941,369.0,-277.0
1942,368.0,-277.0
1943,368.0,-276.0
1944,369.0,-277.0
1945,370.0,-277.0
1946,371.0,-277.0
1947,372.0,-277.0
1948,373.0,-277.0
1949,374.0,-277.0
1950,375.0,-276.0
1951,376.0,-276.0
1952,377.0,-275.0
1953,378.0,-275.0
1954,379.0,-275.0
1955,380.0,-274.0
1956,381.0,-274.0
1957,382.0,-273.0
1958,383.0,-272.0
1959,384.0,-272.0
1960,385.0,-272.0
1961,386.0,-272.0
1962,387.0,-272.0
1963,388.0,-272.0
1964,389.0,-272.0
1965,390.0,-272.0
1966,391.0,-272.0
1967,392.0,-272.0
1968,393.0,-272.0
1969,394.0,-272.0
1970,395.0,-273.0
1971,396.0,-273.0
1972,397.0,-273.0
1973,398.0,-273.0
1974,399.0,-273.0
1975,400.0,-273.0
1976,401.0,-273.0
1977,402.0,-273.0
1978,403.0,-273.0
1979,404.0,-273.0
1980,405.0,-273.0
1981,404.0,-273.0
1982,404.0,-272.0
1983,405.0,-273.0
1984,406.0,-274.0
1985,407.0,-274.0
1986,408.0,-274.0
1987,409.0,-275.0
1988,410.0,-275.0
1989,411.0,-275.0
1990,412.0,-276.0
1991,413.0,-276.0
1992,414.0,-276.0
1993,415.0,-276.0
1994,416.0,-276.0
1995,417.0,-276.0
1996,418.0,-277.0
1997,419.0,-278.0
1998,420.0,-278.0
1999,421.0,-278.0
2000,422.0,-278.0
2001,423.0,-278.0
2002,424.0,-278.0
2003,425.0,-278.0
2004,426.0,-278.0
2005,427.0,-278.0
2006,428.0,-278.0
2007,429.0,-278.0
2008,430.0,-278.0
2009,431.0,-278.0
2010,432.0,-278.0
2011,433.0,-278.0
2012,434.0,-278.0
2013,435.0,-278.0
2014,436.0,-278.0
2015,437.0,-277.0
2016,438.0,-276.0
2017,437.0,-276.0
2018,437.0,-275.0
2019,438.0,-276.0
2020,439.0,-276.0
2021,440.0,-276.0
2022,441.0,-276.0
2023,442.0,-276.0
2024,443.0,-276.0
2025,444.0,-275.0
2026,445.0,-275.0
2027,446.0,-275.0
2028,447.0,-274.0
2029,448.0,-273.0
2030,449.0,-272.0
2031,449.0,-271.0
2032,449.0,-270.0
2033,449.0,-269.0
2034,449.0,-268.0
2035,449.0,-267.0
2036,449.0,-266.0
2037,449.0,-265.0
2038,449.0,-264.0
2039,449.0,-263.0
2040,449.0,-262.0
2041,449.0,-261.0
2042,449.0,-260.0
2043,449.0,-259.0
2044,449.0,-258.0
2045,449.0,-257.0
2046,449.0,-256.0
2047,449.0,-255.0
2048,449.0,-254.0
2049,449.0,-253.0
2050,449.0,-252.0
2051,449.0,-251.0
2052,449.0,-250.0
2053,449.0,-249.0
2054,449.0,-248.0
2055,449.0,-247.0
2056,449.0,-246.0
2057,449.0,-245.0
2058,449.0,-244.0
2059,449.0,-243.0
2060,449.0,-242.0
2061,449.0,-241.0
2062,449.0,-240.0
2063,449.0,-239.0
2064,449.0,-238.0
2065,449.0,-237.0
2066,449.0,-236.0
2067,449.0,-235.0
2068,449.0,-234.0
2069,449.0,-233.0
2070,449.0,-232.0
2071,449.0,-231.0
2072,449.0,-230.0
2073,449.0,-229.0
2074,449.0,-228.0
2075,449.0,-227.0
2076,449.0,-226.0
2077,449.0,-225.0
2078,449.0,-224.0
2079,449.0,-223.0
2080,449.0,-222.0
2081,449.0,-221.0
2082,449.0,-220.0
2083,449.0,-219.0
2084,449.0,-218.0
2085,449.0,-217.0
2086,449.0,-216.0
2087,449.0,-215.0
2088,449.0,-214.0
2089,449.0,-213.0
2090,449.0,-212.0
2091,449.0,-211.0
2092,449.0,-210.0
2093,449.0,-209.0
2094,449.0,-208.0
2095,449.0,-207.0
2096,449.0,-206.0
2097,449.0,-205.0
2098,449.0,-204.0
2099,449.0,-203.0
2100,449.0,-202.0
2101,449.0,-201.0
2102,449.0,-200.0
2103,449.0,-199.0
2104,449.0,-198.0
2105,449.0,-197.0
2106,449.0,-196.0
2107,449.0,-195.0
2108,449.0,-194.0
2109,449.0,-193.0
2110,449.0,-192.0
2111,449.0,-191.0
2112,449.0,-190.0
2113,449.0,-189.0
2114,449.0,-188.0
2115,449.0,-187.0
2116,449.0,-186.0
2117,449.0,-185.0
2118,449.0,-184.0
2119,449.0,-183.0
2120,449.0,-182.0
2121,449.0,-181.0
2122,449.0,-180.0
2123,449.0,-179.0
2124,449.0,-178.0
2125,449.0,-177.0
2126,449.0,-176.0
2127,449.0,-175.0
2128,449.0,-174.0
2129,449.0,-173.0
2130,449.0,-172.0
2131,449.0,-171.0
2132,449.0,-170.0
2133,449.0,-169.0
2134,449.0,-168.0
2135,449.0,-167.0
2136,449.0,-166.0
2137,449.0,-165.0
2138,449.0,-164.0
2139,449.0,-163.0
2140,449.0,-162.0
2141,449.0,-161.0
2142,449.0,-160.0
2143,449.0,-159.0
2144,449.0,-158.0
2145,449.0,-157.0
2146,449.0,-156.0
2147,449.0,-155.0
2148,449.0,-154.0
2149,449.0,-153.0
2150,449.0,-152.0
2151,449.0,-151.0
2152,449.0,-150.0
2153,449.0,-149.0
2154,449.0,-148.0
2155,449.0,-147.0
2156,448.0,-146.0
2157,447.0,-145.0
2158,446.0,-145.0
2159,445.0,-145.0
2160,444.0,-144.0
2161,443.0,-144.0
2162,442.0,-143.0
2163,441.0,-143.0
2164,440.0,-143.0
2165,439.0,-143.0
2166,438.0,-142.0
2167,437.0,-143.0
2168,437.0,-142.0
2169,438.0,-142.0
2170,437.0,-142.0
2171,436.0,-142.0
2172,435.0,-141.0
2173,434.0,-141.0
2174,433.0,-141.0
2175,432.0,-141.0
2176,431.0,-141.0
2177,430.0,-141.0
2178,429.0,-141.0
2179,428.0,-141.0
2180,427.0,-141.0
2181,426.0,-141.0
2182,425.0,-141.0
2183,424.0,-141.0
2184,423.0,-141.0
2185,422.0,-141.0
2186,421.0,-141.0
2187,422.0,-141.0
2188,423.0,-141.0
2189,424.0,-141.0
2190,425.0,-141.0
2191,426.0,-141.0
2192,427.0,-141.0
2193,428.0,-141.0
2194,429.0,-141.0
2195,430.0,-141.0
2196,431.0,-141.0
2197,432.0,-141.0
2198,433.0,-141.0
2199,434.0,-141.0
2200,435.0,-141.0
2201,436.0,-142.0
2202,437.0,-143.0
2203,437.0,-144.0
2204,437.0,-145.0
2205,437.0,-146.0
2206,437.0,-147.0
2207,437.0,-148.0
2208,437.0,-149.0
2209,437.0,-150.0
2210,437.0,-151.0
2211,437.0,-152.0
2212,437.0,-153.0
2213,437.0,-154.0
2214,437.0,-155.0
2215,437.0,-156.0
2216,437.0,-157.0
2217,437.0,-158.0
2218,437.0,-159.0
2219,437.0,-160.0
2220,437.0,-161.0
2221,437.0,-162.0
2222,437.0,-163.0
2223,437.0,-164.0
2224,437.0,-165.0
2225,437.0,-166.0
2226,437.0,-167.0
2227,437.0,-168.0
2228,437.0,-169.0
2229,437.0,-170.0
2230,437.0,-171.0
2231,437.0,-172.0
2232,437.0,-173.0
2233,437.0,-174.0
2234,437.0,-175.0
2235,437.0,-176.0
2236,437.0,-177.0
2237,437.0,-178.0
2238,437.0,-179.0
2239,437.0,-180.0
2240,437.0,-181.0
2241,437.0,-182.0
2242,437.0,-183.0
2243,437.0,-184.0
2244,437.0,-185.0
2245,437.0,-186.0
2246,437.0,-187.0
2247,437.0,-188.0
2248,437.0,-189.0
2249,437.0,-190.0
2250,437.0,-191.0
2251,437.0,-192.0
2252,437.0,-193.0
2253,437.0,-194.0
2254,437.0,-195.0
2255,437.0,-196.0
2256,437.0,-197.0
2257,437.0,-198.0
2258,437.0,-199.0
2259,437.0,-200.0
2260,437.0,-201.0
2261,437.0,-202.0
2262,437.0,-203.0
2263,437.0,-204.0
2264,437.0,-205.0
2265,437.0,-206.0
2266,437.0,-207.0
2267,437.0,-208.0
2268,437.0,-209.0
2269,437.0,-210.0
2270,437.0,-211.0
2271,437.0,-212.0
2272,437.0,-213.0
2273,437.0,-214.0
2274,437.0,-215.0
2275,437.0,-216.0
2276,437.0,-217.0
2277,437.0,-218.0
2278,437.0,-219.0
2279,437.0,-220.0
2280,437.0,-221.0
2281,437.0,-222.0
2282,437.0,-223.0
2283,437.0,-224.0
2284,437.0,-225.0
2285,437.0,-226.0
2286,437.0,-227.0
2287,437.0,-228.0
2288,437.0,-229.0
2289,437.0,-230.0
2290,437.0,-231.0
2291,437.0,-232.0
2292,437.0,-233.0
2293,437.0,-234.0
2294,437.0,-235.0
2295,437.0,-236.0
2296,437.0,-237.0
2297,437.0,-238.0
2298,437.0,-239.0
2299,437.0,-240.0
2300,437.0,-241.0
2301,437.0,-242.0
2302,437.0,-243.0
2303,437.0,-244.0
2304,437.0,-245.0
2305,437.0,-246.0
2306,437.0,-247.0
2307,437.0,-248.0
2308,437.0,-249.0
2309,437.0,-250.0
2310,437.0,-251.0
2311,437.0,-252.0
2312,437.0,-253.0
2313,437.0,-254.0
2314,437.0,-255.0
2315,437.0,-256.0
2316,437.0,-257.0
2317,437.0,-258.0
2318,437.0,-259.0
2319,437.0,-260.0
2320,437.0,-261.0
2321,437.0,-262.0
2322,437.0,-263.0
2323,437.0,-264.0
2324,437.0,-265.0
2325,437.0,-266.0
2326,437.0,-267.0
2327,437.0,-268.0
2328,437.0,-269.0
2329,437.0,-270.0
2330,437.0,-271.0
2331,437.0,-272.0
2332,437.0,-273.0
2333,437.0,-274.0
2334,437.0,-275.0
2335,437.0,-276.0
2336,437.0,-277.0
2337,436.0,-278.0
2338,435.0,-278.0
2339,434.0,-278.0
2340,433.0,-278.0
2341,432.0,-278.0
2342,431.0,-278.0
2343,430.0,-278.0
2344,429.0,-278.0
2345,428.0,-278.0
2346,427.0,-278.0
2347,426.0,-278.0
2348,425.0,-278.0
2349,424.0,-278.0
2350,423.0,-278.0
2351,422.0,-278.0
2352,421.0,-278.0
2353,420.0,-278.0
2354,419.0,-278.0
2355,418.0,-277.0
2356,418.0,-276.0
2357,418.0,-275.0
2358,418.0,-276.0
2359,417.0,-276.0
2360,418.0,-275.0
2361,418.0,-274.0
2362,418.0,-273.0
2363,418.0,-272.0
2364,418.0,-271.0
2365,418.0,-270.0
2366,418.0,-269.0
2367,418.0,-268.0
2368,418.0,-267.0
2369,418.0,-266.0
2370,418.0,-265.0
2371,418.0,-264.0
2372,418.0,-263.0
2373,418.0,-262.0
2374,418.0,-261.0
2375,418.0,-260.0
2376,418.0,-259.0
2377,418.0,-258.0
2378,418.0,-257.0
2379,418.0,-256.0
2380,418.0,-255.0
2381,418.0,-254.0
2382,418.0,-253.0
2383,418.0,-252.0
2384,418.0,-251.0
2385,418.0,-250.0
2386,418.0,-249.0
2387,418.0,-248.0
2388,418.0,-247.0
2389,418.0,-246.0
2390,418.0,-245.0
2391,418.0,-244.0
2392,418.0,-243.0
2393,418.0,-242.0
2394,418.0,-241.0
2395,418.0,-240.0
2396,418.0,-239.0
2397,418.0,-238.0
2398,418.0,-237.0
2399,418.0,-236.0
2400,418.0,-235.0
2401,418.0,-234.0
2402,418.0,-233.0
2403,418.0,-232.0
2404,418.0,-231.0
2405,418.0,-230.0
2406,418.0,-229.0
2407,418.0,-228.0
2408,418.0,-227.0
2409,418.0,-226.0
2410,418.0,-225.0
2411,418.0,-224.0
2412,418.0,-223.0
2413,418.0,-222.0
2414,418.0,-221.0
